;pdf_name;page_nr;page_section;climate_related;domain;ron;transition;text
122;Commerzbank_2022_EN-2;8;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 49 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
123;Commerzbank_2022_EN-2;8;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
Making our stance clear  
Through the ESG"
124;Commerzbank_2022_EN-2;8;2;;;;;"framework 
published in July 2022, we have 
made our understanding of and 
commitment to sustainability transparent for all stakeholders. 
The framework creates a Bank-
wide standard that enables rigorous management of all 
relevant products, processes and 
activities and ensures the sustainable"
125;Commerzbank_2022_EN-2;8;3;;;;;"transformation of Commerzbank. The focus of the ESG framework is on our core 
business. The ESG framework provides an overview of our 
sustainability directives and exclusion criteria. The Bank has adopted a clear stance on controversial issues such as arms,"
126;Commerzbank_2022_EN-2;8;4;;;;;"palm 
oil, deforestation and fossil fuels. To this end, we have formulated 
sector-specific requirements, for example for mining, energy and fossil fuels, including oil and gas. Cross-sector requirements relate 
to human rights and indigenous peoples. 
 
 
 
Exclusion criteria"
127;Commerzbank_2022_EN-2;8;5;;;;;"have been defined for particularly critical 
products, transactions or business relationships. This includes, for 
example, new financing for oil and gas production projects (conventional and unconventional production methods), as well as 
the Group-wide decision not to  finance new construction"
128;Commerzbank_2022_EN-2;8;6;;;;;"or 
expansion for coal mines, coal infrastructure or coal-fired power plants. Financing of such projects is excluded under our Fossil 
Fuels Policy. In this way, we ensure that even existing customers 
are not supported by any business that is prohibited"
129;Commerzbank_2022_EN-2;8;7;;;;;"under the Fossil Fuels Policy. For years now, environmental and biodiversity 
aspects have been integrated into the core business by means of 
minimum environmental standards and corresponding exclusion criteria, and compliance with these standards has been monitored. 
Evaluating environmental and"
130;Commerzbank_2022_EN-2;8;8;;;;;"social risks 
Sustainability in the core business is assessed by the 
Reputational Risk Management 
department at Commerzbank Aktiengesellschaft. We do not 
limit ourselves to what is legally required; instead, we consider the 
legitimacy of all transactions.  In view of"
131;Commerzbank_2022_EN-2;8;9;;;;;"the special risks associated with fossil fuels and 
arms, the Board of Managing Directors of Commerzbank 
Aktiengesellschaft has passed its own binding directives on these matters that define many of the relevant transactions and business 
relationships in these areas as"
132;Commerzbank_2022_EN-2;8;10;;;;;"being subject to assessment, and 
encompass exclusion criteria. The Fossil Fuels Policy was revised at the beginning of 2022 and includes Commerzbank 
Aktiengesellschaft’s requirements for customers in the coal, oil 
and gas sectors.  
Adjustments were also made in relation"
133;Commerzbank_2022_EN-2;8;11;;;;;"to arms during the year 
under review. What has not changed is that we recognise the basic 
right of states to defend themselves and do not question the need for the German armed forces to  exist or to be"
134;Commerzbank_2022_EN-2;8;12;;;;;"adequately 
equipped. We therefore continue to finance arms manufacturers 
who produce weapons and armament systems for the Federal Republic of Germany and its allies. Nevertheless, we have 
tightened and expanded the requirements and criteria for the arms 
industry applying to"
135;Commerzbank_2022_EN-2;8;13;;;;;"Commerzbank  Aktiengesellschaft, which have 
been in place since 2008. The Board of Managing Directors 
approved the new Arms and Surv eillance Technology Policy in 
January 2023. It preser ves the fundamental parameters of the old 
policy, which means that"
136;Commerzbank_2022_EN-2;8;14;;;;;"Commerzbank will not fund arms 
business in conflict zones or areas of tension, or business relating 
to what are termed “controversial weapons”. In addition, the new policy now also governs the approa c h in  r e l a"
137;Commerzbank_2022_EN-2;8;15;;;;;"t i on to autonomous 
weapons and surveillance technology. 
 
 
 
Commerzbank is committed to respecting human rights and 
wants to help promote and up hold these within its scope 
influence, for example in its dealings with employees, suppliers"
138;Commerzbank_2022_EN-2;8;16;;;;;"and customers. The Bank’s Position on Human Rights describes in 
detail how we address this matte r. In the Reputational Risk 
Management department, business transactions and relationships in sectors such as mining, raw materials extraction and cotton 
production, where human"
139;Commerzbank_2022_EN-2;8;17;;;;;"rights are a significant consideration, 
are intensively researched, analysed and assessed in detail. During the year under review, Commerzbank Aktiengesellschaft also 
worked intensively on implementing the German Act on Corporate 
Due Diligence Obligations in Supp ly Chains (LkSG), which entered"
140;Commerzbank_2022_EN-2;8;18;;;;;"
into force on 1 January 2023 (see “Managing compliance risks”). 
Commerzbank Aktiengesellscha ft’s Reputational Risk 
Management department thus defines the criteria for and limits of business operations and assesses transactions, products and 
customer relationships after careful analysis.  
 "
141;Commerzbank_2022_EN-2;8;19;;;;;"The bank has a clear stance on
controversial issues such as arms, palm oil,
deforestation or fossil energies
We are committed to respecting 
human rights and are contributing 
to their promotion and protection
"
142;Commerzbank_2022_EN-2;9;0;;;;;" 
     
 50 Commerzbank Annual Report 2022  
The assessment process starts in the front office: as soon as an 
issue defined as sensitive by the Bank is affected, Reputational 
Risk Management must be brought"
143;Commerzbank_2022_EN-2;9;1;;;;;"in. The assessment uses a five-point scale and can result in a rejection of the product, the 
transaction or the business relationship. According to the risk 
inventory, reputational risk is one of the main non-quantifiable risk types in the Commerzbank"
144;Commerzbank_2022_EN-2;9;2;;;;;"Group and is therefore managed as 
part of the overall risk strategy. All sensitive issues, positions and 
directives are reviewed regularly and updated as necessary.  
mBank in Poland operates its own Reputational Risk 
Management department based on its commitment"
145;Commerzbank_2022_EN-2;9;3;;;;;"to the United 
Nations Global Compact. mBank’s risk management strategy is based on three pillars: supporting sustainable growth, striving for 
prudent and stable risk management, and strengthening its skills 
in managing ESG and cyber risks. mBank has formulated its own"
146;Commerzbank_2022_EN-2;9;4;;;;;"exclusion criteria for various sectors based on the EU’s climate 
and energy policies. These include the mining and energy sectors, 
among others: for example, fina ncing for the construction or 
expansion of hard coal and lignite mines is excluded. mBank’s"
147;Commerzbank_2022_EN-2;9;5;;;;;"
reputational risk strategy is reviewed annually and coordinated 
with the parent company. 
Recognising impacts on biodiversity 
Global economic output is dependent on properly 
functioning ecosystems, 
which makes conserving biodiversity imperative. The current state of ecosystems and 
species numbers brings home"
148;Commerzbank_2022_EN-2;9;6;;;;;"how important it is to act. In order 
to lay the foundations for future management of biodiversity, we 
conducted an impact analysis usin g the “Encore” tool for the first 
time in 2022. Encore provides a science-based link between 
economic"
149;Commerzbank_2022_EN-2;9;7;;;;;"activities and biodiversity-damaging impacts. In our analysis, we compared the business volume of the sectors we 
finance with the tool’s external data and then weighted them. We 
identified potential areas of action and strategic priorities and will develop further analyses"
150;Commerzbank_2022_EN-2;9;8;;;;;"and measures to protect biodiversity. Biodiversity loss in figures 
 
 
1 Compared with earliest known level (source: Intergovernmental Science-Policy Platform 
on Biodiversity and Ecos ystem Services (IPBES). 
Reducing financed emissions 
We are pursuing the strategic goal of reducing 
the"
151;Commerzbank_2022_EN-2;9;9;;;;;"CO 2 emissions of our entire loan and 
investment portfolio to net zero by 2050. To this 
end, we analysed the carbon intensity of Commerzbank Aktiengesells chaft’s loan portfolio 
in 2022 using sector-specific target values in accordance with the 
Paris"
152;Commerzbank_2022_EN-2;9;10;;;;;"Agreement. Our methodology is guided by the SBTi, which strives to reduce greenhouse gases by applying scientifically 
calculated targets. This enables companies to align their climate 
policy with the goals of the Paris Agreement and effectively counteract climate change. Using"
153;Commerzbank_2022_EN-2;9;11;;;;;"the SBTi method “Sectoral 
Decarbonisation Approach” (SDA), we have set specific sector-
specific goals with a view to reducing the CO
2 emissions 
associated with our loan and investment portfolio (known as 
“financed emissions”) and ultimately meeting our net zero target. 
We"
154;Commerzbank_2022_EN-2;9;12;;;;;"aim to manage all portfolios highlighted as requiring 
attention in the SBTi method, with  a particular focus on emissions-
intensive sectors. These include power generation, fossil fuels, 
automotive manufacturing, and the production of cement, iron and 
steel. We will also"
155;Commerzbank_2022_EN-2;9;13;;;;;"consider the private residential mortgage loan 
portfolio, which is deemed optional in the SBTi analysis. In the 
2022 reporting year, corresponding emissions intensity reduction 
targets were formulated for all these portfolios and validated under 
the SBTi.  
  47%Ecosystem"
156;Commerzbank_2022_EN-2;9;14;;;;;"extent and 
condition1
82%Decline in wild mammalbiomass
25%Species Extinction Risk
"
157;Commerzbank_2022_EN-2;10;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 51 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
158;Commerzbank_2022_EN-2;10;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
The portfolio targets according to the SBTi are"
159;Commerzbank_2022_EN-2;10;2;;;;;"published in the 
ESG framework, and the status of target achievement is regularly 
updated there. Our ambition is to support companies in the real economy in their transition proc ess and to sustainably reduce 
emissions. 
The table below sets out"
160;Commerzbank_2022_EN-2;10;3;;;;;"the CO
2 reduction paths that we have 
defined for the period to 2030, broken down by sector. The 
percentage reductions derive from the applicable emission intensity for the baseline year 2021 and the targets for 2030. The 
emissions intensities were"
161;Commerzbank_2022_EN-2;10;4;;;;;"calculated using the loan transactions 
and investments that were actually carried out and are relevant for the balance sheet. The SBTi also requires minimum levels of 
portfolio coverage, which we have also shown in the interests of 
transparency. 
 
"
162;Commerzbank_2022_EN-2;10;5;;;;;"
Reduction targets under the Sector al Decarbonisation Approach (SDA) 
        
Asset class Sectors CO 2 reduction paths for the period to 
2030 SBTi 
minimum 
coverage Utilisation 
Consumer loans Residential mortgage loans 57% (1.5°)"
163;Commerzbank_2022_EN-2;10;6;;;;;"2021: 46 kg CO 2/m2 
2030: 20 kg CO 2/m2 Optional €94bn 
Project financing/ 
corporate loans and 
investments Energy 74% (1.5°) 2021: 91g CO 2/kWh 
2030: 24g CO 2/kWh  100% /CR 
of kWh €7.4bn 
 Commercial real estate, 
commercial"
164;Commerzbank_2022_EN-2;10;7;;;;;"use 68% (1.5°) 2021: 91 kg CO 2/m2 
2030: 30 kg CO 2/m2 > 67% /CR 
of m2 €8.3bn 
Corporate loans Commercial real estate, 
residential use 57% (1.5°) 2021: 36 kg CO 2/m2 
2030: 16 kg CO 2/m2 
 Iron"
165;Commerzbank_2022_EN-2;10;8;;;;;"and steel 37% (1.8°) 2021: 1.6t CO 2/t steel 
2030: 1.0t CO 2/t steel 
> 67%  
in total €0.4bn 
 Cement 20% (1.8°) 2021: 0.6t CO 2/t cement 
2030: 0.5t CO 2/t cement €0.2bn 
Corporate loans and 
investments Automotive"
166;Commerzbank_2022_EN-2;10;9;;;;;"manufacturing 31% (1.8°) 2021: 162g CO 2/pkm 
2030: 111g CO 2/pkm €0.3bn 
 Aviation1 22% (1.8°) 2021: 781g CO 2/tkm 
2030: 611g CO 2/tkm €1.8bn 
Around 85% of financed emissions are covered by the sector specific SBTi targets  "
167;Commerzbank_2022_EN-2;10;10;;;;;"     
1 The SDA target for aviation does not yet form part of the SBA va lidation. This is because the SB Ti’s aviation SDA methodology i s currently only designed for the real 
economy and"
168;Commerzbank_2022_EN-2;10;11;;;;;"not yet approved for financial institutions. 
 
Incorporating EU taxonomy 
With the European Green Deal, which envisages greenhouse gas 
neutrality by 2050, the EU has set itself ambitious sustainability 
goals. The financial system can make a crucial contribution to 
transforming"
169;Commerzbank_2022_EN-2;10;12;;;;;"the economy by directing capital flows towards sustainable investments. As a uniform classification system, the 
EU T axonomy Regulation is intend ed to support financial market 
participants in recognising sustainable economic activities by applying comparable criteria. 
It thus provides key"
170;Commerzbank_2022_EN-2;10;13;;;;;"guidance  for the development of new 
green products and services and helps us assess the sustainability of businesses, partners and customers. Commerz Real’s impact 
fund, klimaVest, is aligned with th e EU taxonomy criteria. With full 
implementation of the"
171;Commerzbank_2022_EN-2;10;14;;;;;"Regulati on from 2023, more extensive 
information will become available, which will significantly increase 
transparency with regard to the sustainability of business partners 
and their activities. On this basi s, the sustainable transformation can, for example, be supported to an"
172;Commerzbank_2022_EN-2;10;15;;;;;"even greater extent through 
differentiated pricing models.  
The EU has identified 104 economic  activities across 13 sectors 
in the Taxonomy Regulation. The activities included may be 
p a r t i c u l a r l y"
173;Commerzbank_2022_EN-2;10;16;;;;; r e l e v a n t  i n  t e r m s  o f  t h e i r  i m p a c t  o n  t h
174;Commerzbank_2022_EN-2;10;17;;;;;"e  c l i m a t e  a n d  
environment – both positive and negative. In March 2022, a 
separate delegated act expanded  the economic activities to 
include nuclear and gas activities, which are"
175;Commerzbank_2022_EN-2;10;18;;;;;"considered 
transitional activities for a certain period of time.  
Once the full requirements enter into force in the 2023 
reporting year, the affected transactions must be checked for their 
taxonomy compliance. Only then can a statement be made as"
176;Commerzbank_2022_EN-2;10;19;;;;;"to whether the business can be described as sustainable within the 
meaning of the EU taxonomy. It is on this basis that we will 
calculate the Bank-specific “green asset ratio” metric going forward. Economic activities in the nuclear and gas"
177;Commerzbank_2022_EN-2;10;20;;;;;"sectors must 
be included in the green asset ra tio, but must also be reported 
separately. "
178;Commerzbank_2022_EN-2;11;0;;;;;" 
     
 52 Commerzbank Annual Report 2022  
For the current reporting year, the EU initially requires only a 
reduced scope of reporting. This contains an initial indication of 
what proportion of the business vo"
179;Commerzbank_2022_EN-2;11;1;;;;;"lume will be relevant in future 
for the numerator of the green as set ratio (taxonomy-relevant, see 
KPIs 1 and 2). The EU taxonomy only covers certain parts of the 
portfolio; for example, assets outside the European Economic Area are"
180;Commerzbank_2022_EN-2;11;2;;;;;"not captured (see also KPIs 3–7). The proportion of the defined 
economic activities and sectors that must be subjected to a taxonomy compliance check (taxonomy-eligible; see KPI 1) is 
disclosed. As such, the portfolio is initially broken down based on"
181;Commerzbank_2022_EN-2;11;3;;;;;"
what proportion requires a taxonomy check; the actual results of the checks (taxonomy compliance ) will be reported with full 
implementation from 2023. The follo wing figure illustrates this: 
  
 
 
 
   The chart does"
182;Commerzbank_2022_EN-2;11;4;;;;;"not provide any informa tion on the volume of the taxonomy-compliant  business. The precise figure and the gree n asset ratio will be calculated for 
the first time in the figures for the 2023 financial year. KPI 1 and"
183;Commerzbank_2022_EN-2;11;5;;;;;"the green asset ratio are not directly comparable, as the denominator of the green asset ratio 
includes transactions that are not relevant for the numerator. 
 
The metrics to be published until the full requirements come into 
force are described"
184;Commerzbank_2022_EN-2;11;6;;;;;"in a separate legal act. Where this does not provide clear specifications regarding the calculation method, we 
have made reasonable assumptions. 
A total of seven metrics (KPIs 1 to 7) are to be disclosed in the 
2022 reporting year. KPIs"
185;Commerzbank_2022_EN-2;11;7;;;;;"1 and 2 are published twice, as company 
publications now feed into the ca lculations for the first time.  The KPIs were determined on the basis of the key financial 
figures as at 31 December 2022. 
The KPIs were"
186;Commerzbank_2022_EN-2;11;8;;;;;"calculated using the Bank’s central data 
warehouse, which also forms the basis for the financial reporting. 
The mBank data were collected lo cally and then integrated into 
the Group figures. The calculation was based on gross carrying 
amounts. The following"
187;Commerzbank_2022_EN-2;11;9;;;;;"picture emerged: 
 
     
KPI to be disclosed Share of total assets in % 
  Sales-based Capex-based 
KPI 1 Taxonomy-eligible assets 24.57  24.64 
KPI 2 Non-taxonomy-eligible assets 11.35  11.28 
Taxonomy-relevant (KPIs 1 and"
188;Commerzbank_2022_EN-2;11;10;;;;;"2) 35.92  35.92 
KPI 3 Exposures to central governments, cent ral banks and supranational issuers  26.12  
KPI 4 Derivatives  0.35  
KPI 5 Exposures to companies not subject to the NFRD  29.03  
KPI 6"
189;Commerzbank_2022_EN-2;11;11;;;;;"Trading portfolios  6.43  
KPI 7 Short-term interbank loans  0.06       
 
The other assets, such as cash on hand, cash on demand and fixed 
assets (2.09%), do not form part of mandatory"
190;Commerzbank_2022_EN-2;11;12;;;;;"reporting and are 
not captured in the table. We used the taxonomy-relevant vo lume to derive KPIs 1 and 2. 
This analysis omits significant parts of our portfolio; for example, 
the taxonomy only applies to asse ts within the European"
191;Commerzbank_2022_EN-2;11;13;;;;;"Economic 
Area.  
  Total Assets Taxonomy relevant
(KPI 1 and 2) Taxonomie enabled
(KPI 1)Taxonomie compliant
(from 2023)
KPI
1 + 2KPI 1 
KPI 2compliant"
192;Commerzbank_2022_EN-2;12;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 53 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
193;Commerzbank_2022_EN-2;12;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
Derivatives and exposures to go vernments and central"
194;Commerzbank_2022_EN-2;12;2;;;;;"banks, 
short-term interbank loans and the trading portfolio are also 
currently not taxonomy-relevan t. These positions can be 
determined from attributes that are available in the Bank’s 
database. KPIs 3, 4, 6 and 7 indicated in the table illustrate a"
195;Commerzbank_2022_EN-2;12;3;;;;;"
dimension about the disclosed amounts.  
Exposures to companies that are not required to issue a non-
financial report are also classed as not taxonomy-relevant. We do 
not currently have a complete da ta source available that would 
enable us to"
196;Commerzbank_2022_EN-2;12;4;;;;;"identify which companies are required to publish a 
non-financial report and must therefore satisfy the requirements of 
the EU taxonomy. We derived this  u s i n g  d a t a  f r o m "
197;Commerzbank_2022_EN-2;12;5;;;;;"a n  e x t e r n a l  
data provider on companies required to publish a non-financial 
report, which we combined with our portfolio information. 
Irrespective of this, we also clas sified any corporate customer that"
198;Commerzbank_2022_EN-2;12;6;;;;;"
employs more than 500 people and is headquartered in the EEA as 
being required to publish a non-financial report.  
In the next step, we examined the volume identified as 
taxonomy-relevant for its taxonomy eligibility and assigned it to 
KPI"
199;Commerzbank_2022_EN-2;12;7;;;;;"1 or KPI 2. The taxonomy eligibility can be derived in 
particular from the specific intended use. Loans with a purpose not related to economic activities  covered by the EU taxonomy are 
not considered taxonomy-eligible and fall under KPI"
200;Commerzbank_2022_EN-2;12;8;;;;;"2. To 
determine the taxonomy eligibility of the securities portfolio and 
general-purpose loans, we used the taxonomy ratios published by 
the respective counterparties an d borrowers, where available. The 
data relate to the 2021 financial year and were also obtained"
201;Commerzbank_2022_EN-2;12;9;;;;;"from an external party. The transactions were weighted by the 
companies’ sales-based and capex-based KPIs and included in the 
numerator. The two KPIs are to be considered independently of each other. 
Where there is no information on assets, Commerzbank has"
202;Commerzbank_2022_EN-2;12;10;;;;;"
decided to classify these conservatively as non-taxonomy-eligible and assign them to KPI 2. Any possible exaggeration or 
understatement of the taxonomy-r elevant volume (KPIs 1 and 2) 
that could result from application of the non-financial report requirement therefore has only"
203;Commerzbank_2022_EN-2;12;11;;;;;"a small impact on the volume 
classed as taxonomy-eligible (KPI 1). This relates predominantly to 
real estate loans, which are not relevant for this distinction. 
In spring 2022, the European Commission expanded the EU 
taxonomy to include economic ac tivities"
204;Commerzbank_2022_EN-2;12;12;;;;;"in the nuclear and gas 
sectors. Commerzbank’s own understanding of sustainability in these activities is described in greater deta il in the ESG 
framework. We have a principle of not financing any new nuclear 
power plants. The same is true"
205;Commerzbank_2022_EN-2;12;13;;;;;"for uranium mines. We assess fossil fuels very critically and tightened our requirements for such 
transactions at the beginning of 2022.  At the same time, we see the need for gas as a transition 
technology over the co ming"
206;Commerzbank_2022_EN-2;12;14;;;;;"years to ensure continued stability of 
supply. We therefore critically scrutinise financing for the construction of gas-fired power plants on a case-by-case basis. We 
expect our customers in the energy supply sector, whose power 
generation portfolios may include nuclear power"
207;Commerzbank_2022_EN-2;12;15;;;;;"and/or gas-fired power plants, to take clear steps towards sustainable 
transformation. 
The extension of the EU taxonomy to include nuclear and gas 
did not come into force until 1 January 2023, so the corresponding 
company data will be published for"
208;Commerzbank_2022_EN-2;12;16;;;;;"the first time in the course of 
2023. At present, it is only possib le to estimate the proportion of 
the portfolio that relates to these economic activities. Based on the 
available internal and external data, only a small proportion"
209;Commerzbank_2022_EN-2;12;17;;;;;"of the 
taxonomy-relevant portfolio is expe cted to relate to nuclear and 
gas business, meaning that KPI 1 is estimated to increase by less 
than 0.2 percentage points. 
 
 
 
Managing climate and biodiversity risks  
At Commerzbank, we"
210;Commerzbank_2022_EN-2;12;18;;;;;"do not consider climate risks as a separate 
type of risk, but as a horizontal risk. This can materialise across 
the different known types of risk . In 2022, we again carried out 
a comprehensive materiality analysis for climate risks"
211;Commerzbank_2022_EN-2;12;19;;;;;"across all 
risk types for the Commerzbank Group, in particular with regard to 
the expectations set out in the ECB’s guidance on climate and 
environmental risks. In this process, all risk types assessed as 
material in the risk inventory are"
212;Commerzbank_2022_EN-2;12;20;;;;;"evaluated in terms of their 
materiality in relation to climat e risks, and both transition and 
physical risks are taken into consideration. Transition risks arise 
for companies, for example, as a result of regulatory or legal 
changes in energy policy,"
213;Commerzbank_2022_EN-2;12;21;;;;;"changes in market sentiment and preferences, or technological innovations. Physical risks, on the 
other hand, develop as a result of changing climatic conditions 
and the associated more extreme and more frequent acute weather events, such as floods, or chronic effects,"
214;Commerzbank_2022_EN-2;12;22;;;;;"such as rising 
sea levels.  
Depending on the risk type, the assessment was made on a 
qualitative and/or quantitative basis. As a result of the analysis, the 
influence of climate and environmental risks for the risk types 
credit risk,"
215;Commerzbank_2022_EN-2;12;23;;;;;"market risk, operationa l risk (including compliance and 
cyber risk), reputational risk and business risk was confirmed as 
material.  We do not finance 
any new nuclear power plants"
216;Commerzbank_2022_EN-2;13;0;;;;;" 
     
 54 Commerzbank Annual Report 2022  
The findings of the materiality analysis feed into the creation of 
the business strategy, the overall risk strategy and the sub-risk 
s t r a t e"
217;Commerzbank_2022_EN-2;13;1;;;;;g i e s  a s  w e l l  a s  i n t o  o t h e r  c o r e  e l e m e n t s
218;Commerzbank_2022_EN-2;13;2;;;;;" o f  t h e  B a n k ’ s  internal process to ensure an ad equate capital position, such as 
the internal stress test framework and the risk-bearing capacity 
concept. 
W i t h"
219;Commerzbank_2022_EN-2;13;3;;;;; r e g a r d  t o  c r e d i t  r i s k ,  r e l e v a n t  p a r a m e t
220;Commerzbank_2022_EN-2;13;4;;;;;"e r s  o f  v a r i o u s  
climate scenarios were holistically translated into economic 
effects. For transition risks, changes in regulations, prices and supply or demand, and the effect s of technological"
221;Commerzbank_2022_EN-2;13;5;;;;;"changes are 
considered, among other things; to assess physical risks, climate 
scenarios involving acute flooding and heat events are used and analysed. This is followed by a statement on the impact of climate 
risks in the short, medium and long"
222;Commerzbank_2022_EN-2;13;6;;;;;"term up to 2050. 
 
 
 
Transition risks are industry-specific and can sometimes vary 
significantly between different sub-sectors of an industry 
(e.g. mechanical engi n e e r i n g ) .  W e  l o"
223;Commerzbank_2022_EN-2;13;7;;;;;"o k  a t  t h e  i m p a c t  o n  a n  
industry from both a macroeconomic and an internal Bank 
perspective. Potential impacts of physical climate risks vary,"
224;Commerzbank_2022_EN-2;13;8;;;;;"in 
some cases significantly, by geographic location and circumstances, and must be considered when taking a portfolio 
perspective.  
As a major financier of the German economy, we are also active 
in sectors that are particularly exposed to climate-related physical"
225;Commerzbank_2022_EN-2;13;9;;;;;"
or transition risks. However, we ha ve little exposure to some of the 
hardest-hit sectors (agriculture, for example). Sectors that could 
potentially be more heavily affected by climate risks and that have 
a sufficiently large exposure are, for example, the"
226;Commerzbank_2022_EN-2;13;10;;;;;"energy sector, 
the automotive sector and mechan ical engineering. Owing to the 
geographical focus of our portfolio in Germany and Europe, we are 
l e s s  a f f e c t e d  b y "
227;Commerzbank_2022_EN-2;13;11;;;;;p h y s i c a l  c l i m a t e  r i s k s ,  s u c h  a s  h u r r i c a n
228;Commerzbank_2022_EN-2;13;12;;;;;"e s  a n d  
rising sea levels, than other regions in the world. Overall, both climate-related transition and physical risks are considered 
material to credit risk over a long-term time horizon. 
Taking climate into account in lending"
229;Commerzbank_2022_EN-2;13;13;;;;;" 
In order to proactively manage the effects of climate risks in 
Commerzbank Aktiengesellschaft’s lending business, we are systematically optimising our processes and methods. Lending 
decisions for companies and institutional customers therefore take 
into account not only an individual risk"
230;Commerzbank_2022_EN-2;13;14;;;;;"assessment but also – where relevant – the extent to which they involve climate risks and 
the level of resilience to them. In this, we are progressively combining the specific findings 
from the scenario analyses with the individual risk analysis"
231;Commerzbank_2022_EN-2;13;15;;;;;"at 
customer level. We take a portfo lio-specific approach and thus 
take appropriate account of the differences in terms of 
affectedness and the risk drivers. In the particularly relevant 
portfolios, such as large, in ternational companies, special 
financing and commercial"
232;Commerzbank_2022_EN-2;13;16;;;;;"real estate finance, we have 
supplemented the qualitative risk analysis in the individual loan 
decisions with specific aspects fo r the analysis of climate risks. 
 
 
 
The results of the analyses are aggregated into a structured 
assessment that"
233;Commerzbank_2022_EN-2;13;17;;;;;"is incorporated into the decision-making processes. We take this score in to account in individual lending 
decisions, but we also use it as part of portfolio analysis and 
management. We will progressively extend this approach to other relevant portfolios an"
234;Commerzbank_2022_EN-2;13;18;;;;;"d include smaller companies, for example. In 
our target state, we want to integrate climate risks – as far as 
possible – into the quan titative credit risk analysis and thus fully 
reflect them across the process chain, including in"
235;Commerzbank_2022_EN-2;13;19;;;;;"pricing and 
reporting. 
Climate risks also play a major role in Commerz Real’s asset 
management, both physical and transition risks. The Bank uses 
future scenarios based on  the representative CO
2 concentration 
pathways set out by the Intergovernmental Panel on"
236;Commerzbank_2022_EN-2;13;20;;;;;"Climate Change to accurately determine the exposure of assets and the 
portfolio. In its risk assessment, including scenario analyses, 
Commerz Real relies on tools such as the Carbon Risk Real Estate Monitor (CRREM) and the PwC Climate Excellence Tool. The"
237;Commerzbank_2022_EN-2;13;21;;;;;"
CRREM tool shows climate pathways using asset class and 
country-specific CO
2 and final energy target values for a 1.5° and a 
2.0° scenario. The Climate Excellence Tool, on the other hand, 
allows for a site-specific evaluation of physical climate risks"
238;Commerzbank_2022_EN-2;13;22;;;;;"for 
different scenarios. In this way, Commerz Real tries to perform a risk analysis that is as accurate as possible for th e location on the 
basis of existing data and to derive specific measures to prevent 
damage at an"
239;Commerzbank_2022_EN-2;13;23;;;;;"early stage. The results feed into the risk assessment and the sustainability assessment of all real estate transactions 
and are taken into account accordingly in the management phase. 
The basis of climate risk management is collecting all consumption and emissions"
240;Commerzbank_2022_EN-2;13;24;;;;;"data and location data in a way that is 
a s  r e l i a b l e  a s  p o s s i b l e .  T o  t h i"
241;Commerzbank_2022_EN-2;13;25;;;;;"s  e n d ,  C o m m e r z  R e a l  h a s  
implemented a sustainability data management system and also uses external partners to collect data on a"
242;Commerzbank_2022_EN-2;13;26;;;;;"global level. 
 
 We conduct materiality assessments for climate- and 
biodiversity risks to gain a comprehensive 
understanding of the potential impacts
on the bankRisk assessment in lending activities 
also includes exposure and 
resilience to climate risks"
243;Commerzbank_2022_EN-2;14;0;;;;;" 
         
 To our Shareholders  Corporate Responsibility  Management Report Risk Report Fina ncial Statements Further Information 55 
  25 Declaration on corporate governance  
pursuant to Art. 315d"
244;Commerzbank_2022_EN-2;14;1;;;;;"in conjunction with  
Art. 289f of the German Commercial Code (HGB) 
36 Details pursuant to Art. 315 of the German Commercial Code (HGB) 42 Non-financial report   
   
Materiality analysis of clim ate and biodiversity risks"
245;Commerzbank_2022_EN-2;14;2;;;;;"
 
 
Understanding biodiversity risks 
In addition to 
climate risks, risks 
from the loss of biodiversity are 
also among the relevant environmental risks. In 2022 the 
materiality analysis examined for th e first time the extent to which 
biodiversity is"
246;Commerzbank_2022_EN-2;14;3;;;;;"material as a risk driver for the Commerzbank 
Group. As with climate risks, biodiversity risks can be divided into 
physical and transition risks. While physical biodiversity risks arise from a loss or degradation of things provided by the ecosystem on"
247;Commerzbank_2022_EN-2;14;4;;;;;"
which the economic system depends (e.g. pollination or genetic 
diversity), transition risks in this context refer to risks that arise from the transformation process towards a more sustainable and 
environmentally friendly economy.  
 
 
 
The physical risk analysis"
248;Commerzbank_2022_EN-2;14;5;;;;;"focused on an assessment of the 
dependence on the ecosystem of sectors in which Commerzbank 
is represented through credit exposures. To do this, we used 
external data that classify the degree of dependence of sectors on the ecosystem, and we"
